match_id,player_id,rating,minutes_played,goals,assists,yellow_cards,red_cards,shots_on_target,passes_completed
6,154,5.3,29,2,0,2,FALSE,2,32
6,79,7.8,51,2,1,2,FALSE,0,32
6,24,8.1,74,1,0,0,FALSE,2,8
6,121,2.9,30,2,2,0,FALSE,3,20
6,30,0.5,17,0,1,1,FALSE,5,12
6,157,8.1,25,0,2,0,FALSE,2,33
6,137,3.5,45,0,0,1,FALSE,3,21
6,19,5.8,16,0,0,0,TRUE,0,3
7,37,6.1,15,1,2,0,FALSE,0,3
7,117,4.5,8,2,1,1,FALSE,4,8
7,99,9,73,0,1,2,FALSE,2,15
7,12,8.2,85,0,1,2,FALSE,5,23
7,7,0.4,17,2,0,0,FALSE,2,12
7,130,7,4,0,1,0,FALSE,5,31
7,8,6.4,77,2,1,0,FALSE,2,2
7,19,8.4,73,0,2,2,FALSE,5,7
7,32,1.2,40,0,2,0,FALSE,5,29
7,129,0.6,77,0,2,0,FALSE,4,16
7,52,9.6,81,2,0,1,FALSE,5,30
7,81,4.4,36,1,2,1,TRUE,3,17
7,110,2.6,27,1,2,2,FALSE,3,6
7,50,0.8,65,0,0,0,TRUE,1,17
7,90,9,27,2,2,0,TRUE,1,12
7,70,0.6,68,1,2,2,FALSE,3,8
8,156,0.3,27,0,0,0,FALSE,3,5
8,8,8.8,14,0,2,1,TRUE,5,23
8,12,3.5,30,0,2,0,TRUE,2,38
8,67,3.5,62,1,0,2,FALSE,5,36
8,64,4.7,76,0,2,1,FALSE,2,15
8,68,3.4,0,1,1,2,FALSE,3,31
8,49,2.2,52,1,0,0,FALSE,2,6
8,76,4.5,85,1,0,2,FALSE,5,19
8,87,0.7,21,2,1,1,TRUE,4,9
8,51,6.3,42,1,1,1,FALSE,3,38
8,7,7.8,35,1,0,1,FALSE,2,20
8,132,9.5,55,0,1,2,FALSE,1,33
8,154,8.4,81,1,1,0,FALSE,3,17
8,42,7.9,13,2,0,2,FALSE,4,8
8,4,3.4,56,0,0,1,FALSE,4,13
8,39,1.9,29,2,2,0,FALSE,5,1
9,104,6.6,71,0,2,2,FALSE,3,8
9,123,6.6,34,2,1,0,FALSE,2,30
9,155,6.8,76,0,0,2,TRUE,1,3
9,107,4.7,61,1,1,0,FALSE,2,38
9,55,8.4,59,2,0,2,FALSE,3,17
9,2,9.2,64,1,1,2,FALSE,1,0
9,137,8.8,52,1,2,2,FALSE,5,27
9,99,4.4,13,1,0,0,FALSE,4,33
9,159,2.3,87,1,1,1,FALSE,0,5
9,57,7.7,49,2,1,2,FALSE,5,37
9,127,4.6,33,0,2,1,TRUE,4,40
9,38,0.5,81,0,2,2,FALSE,2,9
9,110,1,48,1,0,1,FALSE,4,16
9,20,9.6,6,2,2,1,FALSE,4,10
9,11,8.7,10,2,2,1,FALSE,4,6
9,157,6,79,1,1,2,FALSE,1,23
10,87,3.1,43,1,1,2,FALSE,3,38
10,73,7.3,70,1,0,2,FALSE,1,1
10,37,0.9,26,0,1,2,FALSE,5,35
10,113,0.1,87,2,2,1,FALSE,0,16
10,120,9.8,73,1,0,1,FALSE,1,2
10,54,4,7,1,1,1,FALSE,4,9
10,109,8.6,18,0,2,0,FALSE,4,26
10,126,3.6,30,2,1,1,FALSE,2,29
10,76,9.5,31,1,1,0,FALSE,3,38
10,29,0.9,78,2,0,2,TRUE,1,39
10,71,7,39,2,2,1,FALSE,0,31
10,4,6.1,52,0,1,2,FALSE,5,19
10,68,7,63,0,2,0,FALSE,4,19
10,52,6.4,28,1,0,2,FALSE,1,28
10,66,5.5,70,1,2,0,FALSE,0,26
10,102,3.4,86,2,2,1,FALSE,4,6
11,135,1.1,22,2,0,1,TRUE,0,19
11,108,9.5,65,1,0,2,FALSE,4,10
11,25,2.4,33,2,1,2,FALSE,0,34
11,100,3.7,62,1,0,1,TRUE,1,12
11,60,1.6,64,2,1,0,FALSE,2,8
11,110,3.3,30,1,2,0,FALSE,1,17
11,56,8.2,35,1,0,0,FALSE,4,36
11,144,9.2,29,0,1,1,FALSE,1,23
11,38,1.2,44,0,0,2,FALSE,3,28
11,84,6.3,46,0,0,1,TRUE,1,18
11,27,8.1,88,0,1,1,FALSE,4,16
11,89,8.6,46,0,2,2,FALSE,1,9
11,1,7.7,30,0,1,2,FALSE,4,40
11,10,5.6,20,0,0,1,FALSE,0,29
11,102,9.4,28,1,2,2,FALSE,5,28
12,91,4.8,62,0,1,2,FALSE,5,40
12,25,2.9,41,1,1,0,FALSE,3,26
12,134,9.1,2,0,2,1,FALSE,4,40
12,104,4.5,49,0,2,1,FALSE,1,25
12,140,6.7,38,0,0,2,FALSE,5,24
12,12,0.6,51,1,2,0,FALSE,5,31
12,44,8,63,2,1,0,FALSE,2,7
12,56,3.7,81,2,0,1,FALSE,5,27
12,100,6.8,85,2,1,1,FALSE,0,32
12,120,3.7,44,0,0,1,TRUE,5,39
12,67,5.3,73,2,1,1,FALSE,4,8
12,151,1.8,68,0,2,0,FALSE,1,3
12,143,9.7,6,2,2,0,FALSE,4,37
12,149,0.4,4,2,0,0,FALSE,4,25
12,127,1.3,11,1,1,0,FALSE,4,36
12,37,6.9,47,2,1,0,TRUE,3,35
13,52,1.5,46,0,1,1,FALSE,0,35
13,8,7.4,28,1,1,1,FALSE,4,13
13,50,1.4,55,0,1,0,FALSE,4,10
13,150,3,62,1,2,1,FALSE,1,40
13,59,2.3,26,1,1,1,FALSE,3,29
13,96,7.4,56,2,2,1,FALSE,3,14
13,65,7.4,79,2,2,0,FALSE,3,29
13,98,1.4,35,0,2,0,FALSE,3,25
13,130,8.3,38,2,1,1,FALSE,4,14
13,49,5.7,11,1,0,0,FALSE,5,0
13,113,2.4,54,0,0,2,FALSE,3,18
13,26,0.6,52,0,2,1,FALSE,2,26
13,12,8.2,44,1,0,1,FALSE,3,18
13,75,8.6,87,1,2,1,FALSE,4,10
13,136,2,38,0,0,1,TRUE,0,20
13,21,8.4,73,0,2,2,FALSE,1,29
14,49,8,38,1,1,1,FALSE,5,12
14,125,10,55,0,2,2,FALSE,2,18
14,78,7.8,23,1,0,0,FALSE,1,4
14,11,4.7,4,1,0,2,FALSE,5,35
14,109,2.9,55,2,0,2,TRUE,2,11
14,4,4.8,0,0,0,0,FALSE,2,6
14,85,1.6,74,0,2,1,FALSE,4,22
14,152,1.4,17,2,2,0,FALSE,0,0
14,62,5.5,76,2,0,0,FALSE,5,40
14,7,8.4,63,1,1,1,TRUE,2,1
14,159,4.3,77,1,0,0,FALSE,2,33
14,98,8.4,1,0,0,2,FALSE,4,21
14,149,6.9,56,0,1,2,FALSE,3,28
14,91,1,30,0,0,0,FALSE,5,34
14,130,7.6,60,0,2,2,FALSE,4,28
14,116,5,48,1,0,2,FALSE,4,28
15,145,6.8,57,0,0,2,FALSE,5,30
15,59,7.1,7,1,2,2,TRUE,1,7
15,98,1.1,4,2,1,1,FALSE,4,22
15,127,1,6,2,1,0,FALSE,3,18
15,30,7.9,65,2,1,1,FALSE,5,10
15,95,8.5,24,1,1,2,FALSE,2,8
15,48,1.8,8,0,0,2,TRUE,1,29
15,85,5.1,49,2,1,1,FALSE,1,10
15,84,2.8,71,2,0,0,FALSE,1,14
15,150,7.7,84,2,0,2,FALSE,3,1
15,133,8.2,30,0,1,2,FALSE,0,4
15,20,3.5,16,0,0,2,FALSE,2,6
15,49,0.7,29,2,1,0,FALSE,5,22
15,135,8.3,30,0,1,1,FALSE,4,12
15,111,1.3,57,0,2,1,TRUE,3,35
15,118,0.6,3,1,0,2,FALSE,3,5
16,154,2.2,78,1,2,0,FALSE,0,14
16,10,6.9,1,0,0,2,FALSE,1,22
16,34,9.9,8,1,0,1,FALSE,1,3
16,134,0.8,77,2,0,0,TRUE,3,23
16,16,0.5,75,1,2,0,FALSE,1,27
16,93,9.9,24,1,2,2,FALSE,3,24
16,13,9.8,53,1,0,1,FALSE,5,15
16,89,6.3,29,2,0,1,FALSE,2,25
16,127,1.7,24,1,0,2,TRUE,5,8
16,49,9.5,26,0,2,2,FALSE,0,34
16,86,6.8,1,0,1,0,FALSE,3,23
16,60,6.9,39,0,2,2,FALSE,4,32
16,73,5.3,39,2,0,2,FALSE,2,1
16,50,2.8,29,2,1,2,FALSE,5,28
16,133,3.8,77,1,2,0,FALSE,5,28
16,149,7.6,6,2,1,1,TRUE,3,32
17,22,2.2,58,2,1,2,FALSE,4,13
17,2,6.4,60,1,1,2,FALSE,1,37
17,156,5.8,43,0,0,1,FALSE,5,11
17,8,0.4,12,0,0,0,FALSE,4,0
17,147,9.1,51,2,1,1,FALSE,0,24
17,31,7,26,0,0,0,FALSE,0,28
17,104,8.5,37,2,2,1,FALSE,0,3
17,141,7.2,7,2,0,2,FALSE,5,35
17,3,6.6,83,0,0,2,FALSE,2,8
17,38,8.6,16,1,0,0,FALSE,1,31
17,115,0.9,81,0,0,0,FALSE,3,37
17,131,4.1,79,2,1,1,FALSE,1,4
17,26,9.1,25,1,2,2,FALSE,0,12
17,157,9.3,28,1,1,2,FALSE,1,1
17,113,0.1,21,0,0,2,FALSE,3,3
17,56,8.1,29,2,2,2,FALSE,4,36
18,44,8.5,3,2,2,1,FALSE,1,23
18,132,4.3,69,0,0,0,FALSE,0,17
18,63,3.8,42,0,2,1,FALSE,2,37
18,27,0.8,53,0,2,1,FALSE,4,24
18,48,3.2,80,2,2,1,FALSE,1,20
18,131,6.9,90,1,0,1,FALSE,4,34
18,121,9.3,13,1,2,0,FALSE,3,0
18,85,4.4,56,0,2,2,TRUE,2,39
18,136,3,71,0,0,2,FALSE,3,32
18,95,5.7,75,1,0,1,FALSE,5,37
18,60,4.6,15,2,1,0,FALSE,0,13
18,1,1.7,33,1,0,2,TRUE,0,0
18,40,6.8,47,2,2,1,FALSE,3,13
18,147,7.6,25,0,2,0,TRUE,1,38
18,33,3.6,64,0,0,0,TRUE,1,27
18,99,7.1,77,1,2,2,FALSE,3,23
19,144,6.3,17,0,1,0,FALSE,0,35
19,61,0.9,48,1,1,2,FALSE,2,28
19,32,8.2,14,0,2,1,FALSE,2,9
19,16,8.5,43,2,1,0,FALSE,4,12
19,141,5.6,69,1,1,2,FALSE,3,2
19,112,7.1,84,1,1,1,FALSE,5,22
19,77,4.5,51,1,0,0,TRUE,3,32
19,14,0.2,66,1,0,2,FALSE,1,1
19,104,0.8,68,2,0,0,FALSE,0,32
19,113,1.4,48,2,2,0,FALSE,3,17
19,132,7.5,85,2,1,2,FALSE,1,7
19,60,8.6,40,2,2,2,FALSE,1,37
19,52,6.2,79,1,1,2,FALSE,0,29
19,84,6.2,46,2,2,1,FALSE,3,15
19,136,6.9,29,1,1,1,FALSE,1,19
20,87,1.8,33,2,2,1,FALSE,3,13
20,153,6.2,26,2,0,0,FALSE,3,21
20,57,3.5,8,2,2,0,FALSE,3,35
20,104,8.6,80,2,1,1,FALSE,1,26
20,58,8.3,69,1,2,2,FALSE,4,19
20,86,8.7,51,1,0,1,FALSE,0,36
20,72,7.2,45,0,1,2,FALSE,2,21
20,100,9.9,17,0,1,2,FALSE,4,19
20,33,6,40,2,1,1,FALSE,1,22
20,62,4.3,43,2,0,0,FALSE,3,12
20,4,2,1,2,2,2,FALSE,3,27
20,14,0.9,82,0,2,2,FALSE,5,31
20,74,4.1,60,0,2,0,FALSE,2,8
20,97,9,35,0,2,0,FALSE,5,24
20,102,9.7,4,1,1,0,TRUE,1,23
20,121,7.4,42,0,1,0,FALSE,1,3
21,60,4.9,74,1,1,0,FALSE,3,28
21,140,1.6,14,0,0,0,FALSE,1,17
21,94,2.6,81,0,2,2,FALSE,2,27
21,150,1.5,31,0,2,2,FALSE,0,9
21,153,5.9,72,0,0,0,FALSE,5,12
21,154,0.2,7,2,0,0,FALSE,1,37
21,108,9.9,86,1,1,0,FALSE,5,4
21,128,6.2,57,1,0,0,FALSE,4,12
21,149,1.4,63,2,0,0,TRUE,0,38
21,117,6.4,60,1,2,1,FALSE,0,31
21,19,2.6,30,2,1,1,FALSE,2,25
21,52,4.9,42,1,2,1,FALSE,3,33
21,87,8,21,0,2,2,FALSE,1,1
21,35,4.7,37,1,1,0,FALSE,4,1
21,102,7.1,50,2,1,0,FALSE,2,9
21,5,5.3,18,1,0,0,FALSE,5,19
22,63,2.1,37,0,1,1,FALSE,1,31
22,99,3.3,21,0,2,0,FALSE,2,11
22,30,3.1,1,0,0,1,FALSE,5,11
22,57,3.5,64,2,0,0,FALSE,4,9
22,48,4.6,2,0,2,2,FALSE,3,32
22,154,5.6,13,1,1,0,FALSE,5,36
22,135,9,39,1,0,0,FALSE,1,10
22,88,4.1,3,0,2,2,FALSE,1,15
22,10,9.7,6,0,2,0,FALSE,2,40
22,140,0.5,57,1,2,1,FALSE,1,12
22,19,9.3,3,2,2,1,FALSE,4,5
22,132,1.8,26,0,1,0,FALSE,5,39
22,98,6.8,4,0,2,1,FALSE,0,5
22,18,3.4,62,1,0,1,FALSE,3,30
22,105,7.7,45,2,2,0,FALSE,1,6
22,7,6.7,66,2,0,0,FALSE,0,17
23,75,6.6,21,2,0,2,FALSE,0,13
23,11,2.1,14,1,0,2,FALSE,2,30
23,79,4.9,12,0,1,1,FALSE,1,36
23,136,0.1,85,0,2,2,FALSE,4,40
23,9,1.1,17,0,1,2,FALSE,3,1
23,90,9.7,16,1,1,2,FALSE,0,10
23,140,3.5,17,2,1,2,FALSE,0,19
23,37,8.5,1,1,2,1,FALSE,3,30
23,108,7.7,78,2,1,0,FALSE,1,19
23,131,9.6,23,0,2,0,FALSE,0,26
23,114,2.1,76,2,2,0,FALSE,4,10
23,57,5.9,9,1,1,2,FALSE,1,4
23,18,8.9,33,0,0,2,TRUE,1,7
23,106,4.3,38,2,2,2,TRUE,4,13
23,32,0.1,34,0,1,0,FALSE,3,35
24,156,5.6,23,0,0,0,FALSE,4,2
24,18,1.8,19,1,2,2,FALSE,2,33
24,104,5.4,1,1,2,2,FALSE,2,5
24,143,4.1,75,0,1,0,FALSE,0,35
24,121,5.2,1,2,0,0,FALSE,0,24
24,19,3,27,2,2,1,FALSE,2,39
24,13,1,63,0,0,0,FALSE,4,13
24,101,4.2,76,1,2,2,FALSE,1,39
24,69,8.1,75,0,1,1,TRUE,3,13
24,148,2.4,75,2,1,0,FALSE,1,3
24,8,0.6,69,1,2,0,FALSE,4,35
24,81,0.6,38,0,1,1,FALSE,2,31
24,59,7.8,20,2,0,1,FALSE,5,11
24,60,5.6,61,2,2,2,FALSE,3,16
24,124,2.1,10,2,0,2,TRUE,2,16
25,2,5.5,13,2,0,1,FALSE,2,30
25,155,2,77,2,2,2,FALSE,0,20
25,120,4.6,34,2,2,1,FALSE,3,0
25,154,5.4,15,2,0,1,FALSE,3,16
25,101,4.2,78,0,0,2,FALSE,3,8
25,80,1.4,34,1,2,0,FALSE,3,34
25,31,8.1,36,2,0,2,FALSE,3,34
25,140,8,57,0,0,0,FALSE,0,27
25,30,1.5,30,0,0,2,FALSE,4,25
25,37,6.1,4,1,2,1,FALSE,5,38
25,122,2.1,69,0,1,1,FALSE,0,8
25,124,1.3,67,2,0,2,FALSE,5,3
25,74,0.9,70,2,0,1,FALSE,4,18
25,49,6.1,14,2,1,1,FALSE,3,27
25,153,2.2,43,1,1,2,FALSE,2,8
25,144,8.9,4,1,2,0,FALSE,1,37
26,108,7.1,40,0,1,1,FALSE,4,23
26,82,6.7,44,1,0,1,FALSE,3,27
26,109,1.5,80,0,1,1,FALSE,2,25
26,25,3,39,1,2,0,FALSE,0,15
26,112,6.1,76,1,2,1,FALSE,0,13
26,154,9.2,59,0,2,0,FALSE,0,21
26,129,7.4,18,0,2,1,FALSE,2,38
26,75,2.1,24,2,2,0,FALSE,3,30
26,53,4.4,14,0,2,2,FALSE,2,19
26,146,1.1,60,1,2,2,FALSE,2,34
26,150,1.8,56,1,2,0,FALSE,1,21
26,62,6.5,80,0,0,1,FALSE,3,39
26,110,9.1,43,2,2,1,FALSE,2,34
26,27,8.4,53,2,1,1,FALSE,0,16
26,16,0.3,85,1,2,0,FALSE,0,34
26,9,3.5,63,1,0,2,FALSE,1,15
27,113,7,26,1,1,2,FALSE,2,34
27,96,9.6,67,2,1,1,FALSE,1,31
27,108,7,69,1,1,2,FALSE,0,38
27,53,5.1,47,0,1,0,FALSE,2,25
27,29,7.4,4,1,0,0,FALSE,5,30
27,12,5.2,50,2,0,1,FALSE,1,12
27,57,1.5,44,0,0,1,FALSE,1,5
27,31,6.4,88,0,2,0,FALSE,0,35
27,50,2.2,42,0,0,1,FALSE,4,38
27,39,3.5,68,2,1,2,FALSE,5,38
27,47,7,38,2,2,1,FALSE,5,11
27,107,5,50,0,2,1,FALSE,5,29
27,143,0.1,48,2,1,1,FALSE,5,16
27,87,5.1,31,1,2,2,FALSE,0,13
27,97,5.2,17,1,0,0,FALSE,1,16
27,92,8.7,90,0,2,0,FALSE,1,8
28,137,6.9,22,0,2,1,FALSE,3,36
28,118,8.4,23,1,2,1,FALSE,4,16
28,113,8.8,36,0,1,0,FALSE,3,38
28,110,5,39,2,0,1,FALSE,5,5
28,88,5.3,35,1,0,0,FALSE,5,9
28,73,8.5,52,2,1,0,FALSE,2,34
28,37,3.3,26,2,0,1,FALSE,5,1
28,79,0.1,90,0,1,1,FALSE,0,15
28,129,0.6,74,1,0,1,FALSE,2,17
28,40,2.9,29,0,2,1,FALSE,3,0
28,136,9.1,72,0,0,2,FALSE,3,7
28,90,9,35,1,1,2,FALSE,5,35
28,122,3,43,1,0,0,TRUE,1,8
28,54,7.4,19,1,2,0,FALSE,5,37
28,55,0.7,5,0,1,2,FALSE,2,3
28,49,6.5,51,1,0,1,FALSE,3,5
29,83,6,86,1,2,0,FALSE,3,10
29,87,4.8,21,0,2,2,FALSE,0,23
29,30,3.2,55,0,1,0,FALSE,4,8
29,22,9,85,2,2,1,FALSE,4,13
29,110,1.2,30,0,2,1,FALSE,5,14
29,63,4.7,51,1,1,0,FALSE,5,39
29,59,0.9,9,1,2,1,FALSE,3,13
29,45,9.1,27,1,1,1,FALSE,5,24
29,81,9.7,2,1,1,0,FALSE,4,22
29,49,7.3,79,2,2,0,FALSE,2,15
29,124,0.5,85,0,1,1,FALSE,4,18
29,74,6.7,29,1,2,0,FALSE,2,35
29,44,9.3,59,2,1,2,FALSE,4,11
29,113,5.3,81,2,1,2,FALSE,5,26
29,88,10,31,1,2,2,FALSE,4,40
29,131,9.6,4,2,2,2,FALSE,1,29
30,148,9,74,0,1,0,TRUE,4,16
30,159,4.4,52,2,1,2,FALSE,0,1
30,151,3.3,73,1,2,1,FALSE,4,33
30,39,0.8,46,2,1,1,FALSE,5,36
30,112,1.2,63,0,0,1,FALSE,1,12
30,99,1.6,34,2,1,2,FALSE,2,31
30,29,5.8,46,1,1,2,FALSE,1,24
30,110,5.9,63,1,1,0,TRUE,2,30
30,102,6.2,51,0,2,0,FALSE,3,37
30,113,8.1,37,1,2,1,FALSE,1,25
30,80,1.9,70,0,1,0,FALSE,1,34
30,20,9.6,69,0,2,0,FALSE,1,4
30,21,0.1,87,0,2,1,FALSE,3,4
30,100,0.7,63,2,2,0,FALSE,0,38
30,87,6.5,54,2,0,2,FALSE,2,7
30,108,1.1,71,2,2,1,FALSE,1,28
31,54,2.4,55,0,2,2,FALSE,4,4
31,77,0.1,88,1,1,1,FALSE,1,36
31,129,4.3,30,2,2,0,FALSE,3,26
31,49,4.4,57,0,1,1,FALSE,1,19
31,58,8.6,86,2,2,0,FALSE,0,25
31,45,4.5,88,2,2,2,TRUE,2,37
31,108,3.2,78,0,2,2,FALSE,0,40
31,133,8.1,89,1,1,2,FALSE,4,37
31,60,4.2,12,1,0,1,FALSE,5,13
31,55,0.3,25,1,2,0,FALSE,2,29
31,82,7.9,19,0,0,1,FALSE,3,6
31,111,4.7,71,2,2,0,FALSE,1,31
31,106,4.6,54,2,0,0,TRUE,2,30
31,10,5.4,65,0,1,0,FALSE,3,14
31,101,2.2,17,0,1,0,FALSE,1,33
31,123,0.7,89,1,2,0,TRUE,5,4
32,8,1.5,38,1,1,0,FALSE,2,35
32,1,5.2,20,2,0,0,FALSE,0,40
32,82,9.8,51,0,2,1,FALSE,3,9
32,94,7.8,55,0,0,2,FALSE,2,11
32,89,2.6,87,1,2,2,FALSE,0,7
32,92,6.2,71,1,1,1,FALSE,1,4
32,123,9.4,40,0,1,1,TRUE,4,23
32,67,5,44,2,0,1,FALSE,2,35
32,48,3.8,5,1,2,1,FALSE,2,8
32,84,2,62,2,0,1,FALSE,0,3
32,156,0.3,67,2,2,2,FALSE,5,18
32,143,7.8,54,1,0,0,FALSE,0,32
32,117,2.2,44,0,2,1,FALSE,0,14
32,26,5.9,46,1,0,1,FALSE,1,12
32,60,0.6,16,1,2,0,FALSE,4,15
33,25,3.2,86,2,1,1,FALSE,3,24
33,41,0.8,9,0,1,1,FALSE,2,18
33,14,9.8,79,1,0,2,FALSE,4,12
33,34,5.6,53,0,2,2,FALSE,5,3
33,15,9.2,35,1,0,2,TRUE,3,2
33,54,4.2,28,0,0,1,FALSE,4,25
33,18,1.6,43,0,2,2,FALSE,0,13
33,105,1.7,52,1,0,1,FALSE,5,1
33,73,2,23,1,2,2,FALSE,5,20
33,126,7.6,81,2,1,0,FALSE,1,3
33,33,8.5,44,1,2,0,FALSE,2,11
33,155,4.3,17,1,0,1,FALSE,3,39
33,59,1.6,83,1,1,2,FALSE,1,12
33,115,1.3,83,2,0,0,FALSE,2,1
33,57,9.4,73,0,0,0,FALSE,3,5
33,29,3.6,66,2,2,2,FALSE,2,8
34,36,8.2,67,1,0,1,FALSE,4,20
34,60,9.4,42,1,2,0,FALSE,4,30
34,154,8.4,89,0,0,1,FALSE,4,5
34,117,5.1,45,1,1,2,FALSE,3,22
34,55,6.8,77,2,2,0,TRUE,0,30
34,85,8.9,32,1,0,0,FALSE,1,0
34,38,0.7,21,1,1,2,FALSE,4,35
34,12,9,6,1,0,0,FALSE,2,19
34,86,5.5,9,0,1,1,FALSE,3,33
34,31,3.2,11,0,0,0,FALSE,0,6
34,71,0.3,73,0,1,2,FALSE,3,13
34,129,7,76,0,0,1,TRUE,0,12
34,112,4.9,11,0,0,0,FALSE,3,31
34,128,7,35,0,1,0,FALSE,3,23
34,29,3.2,76,1,2,2,TRUE,0,31
34,116,4,34,1,1,1,TRUE,5,37
35,51,7.8,77,2,0,1,TRUE,4,27
35,81,8.3,39,2,2,1,FALSE,5,33
35,61,9.6,65,2,0,2,TRUE,2,21
35,46,7.7,46,2,2,0,FALSE,1,3
35,53,7.4,54,0,1,2,FALSE,5,2
35,72,4.8,10,2,0,0,FALSE,1,40
35,20,0.9,14,2,2,1,FALSE,0,31
35,97,0.9,61,1,2,2,FALSE,5,26
35,34,3.7,61,0,2,2,TRUE,0,21
35,147,4.2,89,0,0,1,FALSE,5,30
35,139,9.6,65,0,1,1,FALSE,3,30
35,93,0.1,28,2,1,2,FALSE,2,30
35,157,4.1,5,2,0,2,FALSE,1,19
35,27,5.2,32,0,0,2,FALSE,0,39
35,100,4.1,50,2,2,1,FALSE,0,25
36,115,3.4,7,2,0,2,FALSE,4,7
36,159,5.3,33,0,1,2,FALSE,0,28
36,30,1.4,57,2,1,0,FALSE,5,13
36,59,8.4,25,1,0,0,FALSE,1,39
36,17,7.4,27,0,2,1,FALSE,1,5
36,153,9.1,5,0,2,1,FALSE,2,23
